NAME	CD8	CD4	Fibroblast	Macrophage	B	Malignant	Mast	Dendritic	Myocyte	Endothelial
COBLL1	1	1	49.1694520844095	1	142.697699318458	1	1	1	44.8797879667505	1
COG5	1	1	1	1	77.1287704129163	27.0987834812316	53.2548009960544	139.377938681629	1	1
COL12A1	1	1	71.7850019856849	1	1	1	1	1	1	1
COL14A1	1	1	182.57847955231	1	1	1	1	1	1	1
COL15A1	1	1	70.2258003444051	1	1	1	1	1	1	438.852826529126
COL17A1	1	1	1	1	1	451.74768114475	1	1	1	1
COL18A1	1	1	86.1107822812476	1	1	1	1	1	1	46.3338127059331
COL1A1	1	1	776.767047104509	1	1	33.6868197781408	1	1	1	1
COL1A2	1	1	1138.39551475663	1	1	1	1	1	1	1
COL3A1	1	1	1394.79796185321	1	1	1	1	1	1	1
COL4A1	1	1	192.179557390718	1	1	17.582633928926	1	1	1	645.400135754816
COL4A2	1	1	218.95578351587	1	1	25.1142626373929	1	1	1	592.44807359902
COL5A2	1	1	103.671405969097	1	1	1	1	1	1	1
COL6A1	1	1	221.115706932987	1	1	1	1	1	1	1
COL6A2	1	1	227.837202991971	1	1	29.4283097773539	1	1	1	1
COL6A3	1	1	225.913975621542	1	1	1	1	1	1	1
COL8A1	1	1	96.5300198534761	1	1	1	1	1	1	1
COMMD10	1	1	1	41.0498787248778	1	61.0200188283779	93.738042805023	1	1	1
COMMD4	1	1	1	70.985156070499	1	111.186880433592	1	1	1	85.9542089147696
COMTD1	1	1	1	1	106.113246759001	88.7466251646855	1	57.6993297028608	1	1
COPS4	1	1	62.933901230043	101.356088747338	1	80.0870899156015	1	1	107.031771492659	87.4147036498515
COPS5	1	1	96.7782056362334	1	1	167.83813685737	1	1	147.981641801503	101.240865500937
COPS7A	1	1	97.8790995297227	74.0279774570342	1	103.073532628699	1	1	178.82722142093	74.6067790828855
COPS7B	1	1	1	1	1	40.4495288209471	1	1	1	80.0104286351917
COPS8	1	1	171.981050253925	75.8595919470581	1	108.816711121511	1	1	273.997566544735	98.2394097454505
COQ3	1	1	1	1	1	52.3295003149515	1	1	1	1
COQ9	1	1	1	1	1	73.0118665093672	1	1	307.95768204059	42.8085688199305
CORO1A	1714.13374439067	1658.36451213431	1	283.260491718671	112.017912666344	1	128.51912459096	127.236698721157	1	1
CORO1B	1	1	113.8164185204	386.495791578072	1	73.6474494755189	1	35.6587302751387	1	155.331581556845
CORO6	1	1	1	1	1	28.4743616392364	1	1	727.183619130731	1
COTL1	814.905130403279	606.717810131576	1	609.048143810053	1	80.3711705935656	283.216084980693	289.88347472123	1	259.556490268097
COX14	1	1	112.169414999906	1	172.66526808105	83.4070226110163	1	15.6438007790747	26.5775830525426	1
COX15	1	1	1	1	1	1	53.076025034835	1	1	1
COX4I2	1	1	83.5398404787519	1	1	1	1	1	1	1
COX6A2	1	1	1	1	1	1	1	1	875.521703011001	1
COX7A1	1	1	55.3995253923572	1	1	1	1	1	186.3042862494	67.1196249186773
CPA3	1	1	1	1	1	1	19226.5833430346	1	1	1
CPA4	1	1	1	1	1	61.7702641058439	1	1	1	1
CPD	1	1	1	1	1	1	1	1	1	73.3966795211391
CPE	1	1	92.1753046328965	1	1	24.5019120016488	1	1	1	1
CPEB4	1	1	1	1	82.7487020599938	1	72.4021949652767	16.1984146376665	35.6579835216235	1
CPED1	1	1	73.518995776173	19.4423041823796	1	1	1	1	1	1
CPM	1	1	1	268.010571316702	1	1	245.644793832096	1	1	1
CPNE5	1	1	1	1	98.9544112104813	1	1	1	1	1
CPQ	1	1	170.241612659593	43.5032336725143	1	1	1	1	1	1
CPSF1	1	1	1	1	1	36.0565811466545	68.2428048141836	152.502514017733	50.3466777913364	1
CPSF2	1	1	1	1	1	17.2519752068822	1	11.7913715249251	1	1
CPSF3	1	1	1	1	1	54.7290316461657	1	50.4247647996689	56.0143233787702	1
CPVL	1	1	1	540.934590749358	1	51.394347935704	1	1	1	1
CPXM2	1	1	1	1	1	1	1	1	1	86.2721429627422
CRABP2	1	1	1	1	1	254.25583149653	1	1	1	1
CRADD	1	1	1	1	1	1	1	1	1	149.162351492746
CRAT	1	1	56.5922982242005	1	1	1	1	1	147.185443048499	1
CRBN	1	128.01982617525	69.3442839231345	69.4913731434659	1	1	67.0408558870071	1	26.1062405291005	81.9396148890213
CREB1	1	1	1	1	1	13.8721430297759	31.5382939388062	22.6615814933869	1	1
CREB3	1	1	117.915975589952	22.9575627437451	270.17507690465	49.7415332334237	1	1	1	146.894123687406
CREB3L2	1	1	91.0118422233963	56.9243913530578	416.700132404554	22.4778686350072	1	1	10.2906183999228	79.6459136133207
CRELD1	1	1	1	1	1	1	1	1	116.482173789197	35.7267629076697
CRELD2	1	1	82.9355673648119	97.2871988946165	494.021684529458	96.9260915306732	1	1	1	153.759536903348
CREM	1610.86479992813	1723.63811572502	212.431855475474	466.193681829411	173.105751986819	1	522.346376034874	99.4194537456103	1	174.875008260359
CRIP1	595.020875637489	717.289779293508	862.622628894457	86.1413153686462	297.083916916893	144.338896161593	130.996210114715	1334.8465258585	1	167.494240256104
CRIP2	1	1	1464.14159897732	1	1	515.884061320347	1	174.781581444237	208.126269916795	3282.00776197923
CRISPLD2	1	1	537.964188752985	98.1062187279637	1	1	1	1	1	1
CRLF2	1	1	1	1	1	1	44.095669953122	106.513302852998	1	1
CRLF3	130.515298885624	108.863703338576	1	84.3188618273892	1	29.7943081394542	1	1	1	1
CRNKL1	1	1	1	1	1	1	1	1	56.2384779401065	1
CROT	1	1	1	1	1	42.0106223279049	1	1	1	1
CRTAM	733.663534236114	1	1	1	1	1	1	1	1	1
CRTC2	63.7018891296971	1	1	1	1	1	1	1	1	1
CRY1	1	1	57.5605113945606	1	1	1	1	1	1	41.1125291503857
CRY2	1	1	1	1	107.158108014186	1	1	1	1	1
CRYAB	1	1	1162.18790139124	1	1	233.635890187702	1	1	6158.04756271955	1
CRYZ	1	1	1	1	1	33.3515639640925	125.856732501255	1	1	1
CRYZL1	1	1	1	1	1	27.7691467539243	119.36076134754	1	1	13.979723974748
CSDA	1	1	164.783375681399	75.6278103249543	1	61.8307230605569	1	1	823.600401162046	109.960096714916
CSF1	1	1	78.1087662514809	16.1744992862392	1	1	963.280114094314	1	1	58.4328827651663
CSF1R	1	1	1	1107.70345976548	1	1	1	1	1	1
CSF2RA	1	1	1	315.956103900239	1	1	1	2061.41679156279	1	1
CSF2RB	1	1	1	17.3923017861184	47.1311714846418	1	88.3468514245655	326.676462461535	1	100.511051312491
CSF3	1	1	1	1	1	1	1	1	1	196.82571863434
CSF3R	1	1	1	385.036445356215	1	1	1	1	1	1
CSGALNACT1	1	1	1	1	1	1	1	1	1	85.9464446078635
CSGALNACT2	92.7843692193013	1	1	32.4548767824341	1	1	1	1	1	1
CSPG4	1	1	58.7476331097544	1	1	30.7041849751259	1	1	1	1
CSRP1	1	1	1015.69662983247	139.13174992588	1	91.2346663268235	90.0416051062892	34.1716134023246	1	151.095740909551
CSRP2	1	1	1153.36957739938	1	1	134.615430724606	1	1	1	140.321514225736
CSRP3	1	1	1	1	1	1	1	1	2892.97793647782	1
CST7	1236.75822406461	226.985605478122	1	123.384061831367	1	1	103.291545764487	1414.88629920694	1	1
CSTA	1	1	1	1	1	122.557450802347	1	401.944482744503	1	1
CTAGE5	147.798236193669	1	1	29.4361477847105	1	22.4866409829463	26.3463174612899	1	1	23.3689619482374
CTBS	1	1	1	1	92.528038311535	17.5839008522389	1	1	1	1
CTGF	1	1	2031.09074078761	1	1	110.119457457649	1	1	1	1961.54463162426
CTH	1	1	1	1	103.238459345452	1	1	1	1	1
CTHRC1	1	1	304.872575589643	1	1	125.381829539096	1	1	1	321.3922178427
CTLA4	440.986079743108	412.981324967006	1	46.3636088368925	1	1	1	1	1	1
CTNNAL1	1	1	58.1806751439329	1	1	40.3825629580045	1	1	155.925406629249	70.7260029647362
CTNNBL1	163.686186851395	207.127455958325	122.276910026337	26.3899619126102	1	83.0885409120972	912.209139417493	233.834874228028	1	68.5287411136507
CTNS	1	1	1	1	1	1	1	55.6539781652466	1	1
CTPS1	1	1	1	1	1	56.9648601339932	1	1	1	1
CTR9	1	1	1	37.1300547970251	1	25.3199359526367	119.243124609747	1	1	39.2128552904377
CTSF	1	1	56.3689276311969	1	1	1	1	1	17.0178259374094	1
CTSG	1	1	1	1	1	1	8483.85389854663	1	1	1
CTSH	1	1	1	917.945128965941	271.558042915825	369.297051314076	1	1146.83218558595	1	648.601092420986
CTSK	1	1	751.556384451608	1	1	1	1	1	1	1
CTSL1	1	1	381.743014967734	733.765168054821	1	70.267769276934	1	1	216.366539887827	133.477205820158
CTSL2	1	1	1	1	1	257.899519729712	1	1	1	1
CTSO	1	1	137.356297137933	1	1	1	1	1	14.4161941637219	1
CTSS	73.827703830989	104.104656730245	1	709.07335323851	266.119889537891	1	24.4408265394233	155.439479785575	1	35.1848703829626
CTSW	1814.23208563308	495.407745061635	1	1	1	1	231.593834443627	1	1	1
CTTN	1	1	560.753792398501	1	1	1592.86421837645	1	1	276.606262039818	623.329931718563
CTTNBP2	1	1	1	1	1	1	85.1656222972505	1	1	1
CUL1	1	134.114757092645	68.3384538051173	67.3008738543049	1	52.6630622388962	1	12.7773486809004	62.876693348931	1
CUTC	1	1	1	1	1	1	70.3578131611849	1	260.676166192846	152.447790748112
CWC27	1	1	1	1	1	46.0218338574866	1	1	1	87.9226453142832
CWF19L1	1	1	1	1	1	20.6673629492758	191.614127909544	1	1	1
CXADR	1	1	1	1	1	93.3192163323166	1	1	1	1
CXCL1	1	1	485.026649063358	2302.28856290824	1	560.073310673417	1	1	1	1
CXCL10	1	1	1	755.552475648765	1	1	1	1896.08084453978	1	1
CXCL12	1	1	769.186967318967	34.2674792667254	1	1	1	1	1	1
CXCL13	1636.09775913523	1	1	1	1	1	1	1	1	1
CXCL14	1	1	569.684941033802	1	1	687.585611790823	1	1	1	1
CXCL16	1	1	1	515.1264532955	1	41.4772791957372	182.290828218397	964.177321174319	1	1
CXCL2	1	1	1906.71478605507	6617.61856343342	1	289.759128563364	1	1	1	355.146715199131
CXCL3	1	1	215.994801255499	3807.55537672116	1	167.263923356488	1	1	1	222.913492647564
CXCR3	234.729678436257	189.867302479004	1	1	1	1	1	1	1	1
CXCR4	7612.69250497709	5387.97365541709	1	532.842555710832	1436.66028124556	1	1	332.565078480103	208.748572330182	105.411554163724
CXCR6	981.30117553984	532.303446311549	1	1	1	1	1	1	1	1
CXCR7	1	1	306.84134107064	1	1	121.164956754278	1	1	1	199.775358131925
CXXC5	1	1	1	1	111.844985715218	1	1	1	11.4865244568652	1
CXorf21	1	1	1	92.0584928660158	1	1	1	1	1	1
CXorf36	1	1	1	1	1	1	1	1	1	292.453206087285
CXorf40A	1	1	1	35.4243271079522	1	1	193.225743797318	23.3731855081908	1	1
CXorf40B	1	1	1	14.7534565255229	1	29.2560562962114	66.9328537581428	167.758956616079	52.4218934650074	1
CYB561	1	1	1	1	51.9222618456746	57.4813219499255	1	1	1	1
CYB561D2	1	168.038902733232	1	1.48998211143062	121.419987552763	38.0250049133426	94.583068812273	1	1	1
CYB5A	1	1	157.284414831856	62.7450983164824	1	29.1104040883508	1	299.18250416777	1	201.838803290602
CYB5D2	1	1	1	1	1	1	1	1	63.3998764352753	148.684635951233
CYB5R1	1	1	79.654439725023	1	121.7105043183	201.721361550009	1	1	1465.25645418008	82.5160134238152
CYBA	770.525942787872	375.511613843762	1	642.221727231117	1294.34786959129	65.7187858023854	1	16.3545053889405	1	37.3725021278374
CYBB	1	1	1	274.579527527378	1	1	1	1	1	1
CYBRD1	1	1	310.676310816008	26.6811166316015	1	1	1	1	1	116.088189473031
CYFIP2	173.50866611668	156.648242599699	1	1	1	1	1	1	1	1
CYLD	87.5788086900201	71.9878203361965	1	1	1	1	1	67.4419305980448	10.4670473137851	1
CYP1B1	1	1	137.124292501872	1	1	1	1	1	1	1
CYP27A1	1	1	89.950668783801	1	1	1	1	1	266.274117924536	21.3880783869847
CYP2S1	1	1	1	59.0255328594965	1	27.4293830636125	1	43.8274266376711	1	1
CYP4V2	23.7513045316606	26.2792126680588	1	1	1	1	1	1	1	1
CYR61	1	1	1638.03424504425	1	1	125.059941049949	1	1	1	1747.64431015706
CYSLTR1	1	1	1	1	1	1	92.5168944405427	1	1	1
CYSTM1	1	1	376.722071333212	1	130.111526654365	68.912591817801	183.480158833218	50.1175689839255	593.774680825062	111.959056405985
CYTH2	1	1	29.929082509636	1	1	24.0975651302125	1	56.6253552690896	1	35.9891463225355
CYTH4	1	1	1	70.943166206209	47.4724492359904	1	144.31648838067	1	1	1
CYTIP	1090.35978136814	1438.42949935275	1	77.9063505880581	573.210572267095	1	1	1102.58710289118	1	1
CYTL1	1	1	1	1	1	1	1	1	1	261.978009211218
CYYR1	1	1	1	1	1	1	1	1	1	186.130467661458
DAGLB	1	1	1	82.4510730703172	1	26.9351449527066	1	1	1	1
DANCR	1	1	1	1	308.593038770503	37.9136958996118	1	1	1	42.4067826580803
DAPK1	1	1	1	12.5906615182293	1	1	70.2779136305231	46.8202127383029	1	1
DAPK2	1	1	1	1	1	1	1	1	137.50825514528	1
DAPP1	1	1	1	50.2342513831828	73.9505600485657	42.9002773950512	1	1015.48351038942	1	1
DARC	1	1	1	1	1	1	1	1	1	4290.57350174479
DBN1	1	1	1	1	1	33.2399316939402	1	1	1	134.961851776839
DBNDD2	1	1	580.685295565985	85.2206339924663	1	117.974485587801	1	1	324.549177648039	1
DBT	1	1	1	1	1	1	1	1	26.2020810185394	1
DCAF11	1	1	1	83.195927133147	1	27.8442328264483	1	98.4023408192328	127.32930880654	75.1761321797341
DCAF5	1	1	1	1	26.1129659436352	20.711817639344	1	1	1	1
DCAF6	1	1	1	56.0224462255122	1	27.5709440730037	1	98.3258702579231	25.7653607162421	1
DCC	1	1	1	1	33.4099339823069	1	1	1	1	1
DCK	1	1	1	23.0648136716812	1	1	1	144.77274157847	1	1
DCN	1	1	2756.03850298003	2.10984741944408	1	1	1	1	1	1
DCP2	1	1	1	1	1	1	1	20.3298706737331	1	1
DCPS	1	1	1	26.1353314697958	37.3609044546903	27.1455760824514	1	1	1	1
DCTN2	1	1	143.874665604762	21.9538474364286	56.1086815067832	147.988255240302	1	106.968139540116	483.328928122959	67.7889694116535
DCTN3	252.899437249388	1	203.636916382805	1	221.446987632317	165.539757940918	60.2259786457568	1	1	130.866930161488
DCTN4	1	1	1	24.914901846463	1	26.8666891649416	66.4742450391534	1	78.4559958620403	1
DCTN6	234.281602016486	257.9109286815	132.057492114268	34.406602925567	1	52.923977375591	1	1	63.5445660205155	83.349722982744
DCTPP1	1	1	1	65.7880776783673	1	147.466307756802	69.7147162833774	1	332.78041889157	51.6162058800714
DCUN1D3	1	1	1	28.3992343873903	1	1	1	1	1	80.3063869052143
DDB2	140.847673720265	1	1	48.3836071697655	1	65.0228051348448	35.3585105187033	142.822933801502	32.2592324187165	1
DDI2	1	1	1	1	1	1	1	1	107.483531949938	1
DDIT4L	1	1	1	1	1	1	1	1	1450.93893072902	1
DDR1	1	1	1	1	1	83.8839248352562	1	1	1	1
DDR2	1	1	57.9670388240909	1	1	1	1	1	1	1
DDX23	1	1	1	1	1	42.2237117148784	1	1	90.0529170525165	1
DDX26B	1	1	1	1	1	1	87.0857558947828	1	1	1
DDX27	292.831806046242	264.553350873889	41.6540424377582	11.4204039039168	1	70.9455782617435	79.5404235726818	1	1	1
DDX3Y	118.103370509329	152.247934915531	1	42.1071686765212	1	1	74.971481142687	1	5.26945435545732	41.8585167007772
DDX41	1	1	1	149.375275877607	1	67.4903193311846	30.3254584700073	1	1	52.813888302069
DDX54	1	1	1	1	1	27.098235939204	1	1	51.0246875681964	72.1268023287469
DDX59	1	1	1	1	1	1	1	1	1	54.5836101429869
DDX60	1	1	1	1	1	32.8400890165897	56.5063416716019	1	1	1
DECR2	1	1	1	1	1	1	1	1	1	64.3801561602909
DEF6	341.741985552825	363.938488337769	1	73.9267498261634	169.902634928779	47.0236791550721	164.444150666522	1	1	1
DENND1B	1	1	1	1	68.5894819761197	1	91.4814517598828	22.216097769938	1	1
DENND1C	1	189.904457205835	1	1	1	1	1	1	1	1
DENND2D	241.048868240333	1	1	1	1	1	106.136102405529	1	1	1
DENND3	1	1	1	32.8632086587887	39.0058256831868	1	1	1	1	1
DENND4A	64.4648419382567	47.0734959292518	1	1	1	1	50.0154773354299	35.134900246309	1	1
DENND5A	1	1	1	1	1	1	1	91.6168503324607	1	1
DEPDC7	1	1	1	1	1	46.7536676057827	1	1	1	1
DEPTOR	1	1	1	1	1	1	1	1	323.375716784699	1
DERA	1	1	1	41.2617327669712	1	129.969647208838	1	1	1	91.8796271264404
DERL3	1	1	1	1	3879.82264395599	1	1	1	98.0785216341405	1
DES	1	1	228.100464980792	1	1	1	1	1	7125.04509611342	1
DFNA5	1	1	1	1	1	83.323560925059	1	1	1	1
DGCR2	1	1	1	1	1	45.9946360748828	1	1	88.3932962380017	13.3004935737092
DGCR6L	310.016418196996	196.053166446428	101.013346516753	1	87.9856272764405	151.576120279186	95.2208693286402	1	19.7586636340141	1
DGCR8	1	1	1	1	1	1	1	1	43.9177618322318	1
DGKA	168.492666912143	265.562266072231	1	1	1	97.3834289680012	1	1.21676719559468	1	59.6063435567876
DGKD	1	1	1	1	1	1	1	1	131.059819416661	100.719977901149
DGKZ	1	1	1	18.5208307536144	1	1	1	1	92.3350715711097	78.879517666376
DHCR24	1	1	1	1	1	93.0925366409367	1	1	1	1
DHCR7	1	1	1	1	1	1	1	1	1	63.7838132663694
DHRS1	1	1	1	1	1	66.5637724811899	1	1	1	1
DHRS3	1	230.433883790409	499.984768610134	55.3868883259396	1	332.709238143128	1	1	1027.15447322146	194.085667619397
DHRS9	1	1	1	1	1	1	426.155710086009	1	1	1
DHX34	1	1	1	58.3779584632666	1	1	1	1	1	1
DHX36	44.5819930280384	1	1	1	1	19.6728050237707	1	1	1	1
DHX8	1	1	1	18.2309331632792	1	27.3394126139113	93.995508470411	1	1	59.4402082354585
DIAPH1	1	1	1	60.0687222224662	1	24.2835667551405	1	1	82.2650711440482	61.3317429319403
DIDO1	1	1	1	1	1	1	46.2114049348287	58.6831466521733	127.568645128072	1
DIO2	1	1	137.846471969011	1	1	1	1	1	1	1
DIP2A	76.5657467078592	1	1	35.2433170692691	1	21.1231938906801	1	1	12.3609316322009	1
DKC1	1	1	1	1	1	121.590958802415	1	45.8237838696087	1	132.245499869965
DKK3	1	1	374.613020800511	1	1	97.1058092374972	1	1	1	1
DLC1	1	1	117.847777656991	1	1	1	84.8756672484653	1	1	208.170716159062
DLGAP4	1	1	28.1945208092784	1	1	21.6666535986567	1	86.8527991381423	116.824539310069	13.9590843083677
DLK2	1	1	1	1	1	91.7340498382431	1	1	1	1
DLL1	1	1	1	1	1	44.9910097551836	1	1	1	108.952389793861
DLL4	1	1	1	1	1	1	1	1	1	223.825552395889
DMAP1	1	1	1	1	1	55.1327101172022	1	1	133.386588319659	71.8542372193118
DMD	1	1	1	1	1	1	1	1	77.1202943944908	1
DMKN	1	1	1	1	1	226.605224488624	1	1	1	1
DMPK	1	1	78.5623302446771	1	1	1	1	1	156.521442191125	1
DNAJB5	1	1	1	1	1	1	1	1	66.6099089429754	1
DNAJC1	1	1	45.9341443487489	1	141.218514329569	30.8341466623606	68.2648176087388	61.09235053879	1	38.4831364360186
DNAJC11	1	1	1	1	1	35.5244509358709	1	1	141.999878872053	1
DNAJC17	1	1	1	1	1	44.2950328382081	1	1	1	1
DNAJC2	1	1	1	1	1	50.3058194337078	1	1	89.7340742577222	84.5521831885485
DNAJC9	276.472852684118	1	1	1	62.4761305156644	124.313358561849	553.950747930706	1	1	1
DNASE1L3	1	1	1	1	1	1	1	1	1	425.376938599105
DNM2	1	1	1	142.458441469952	1	1	1	1	6.95981572297077	1
DNMT1	1	71.5631183250683	1	42.6660900198862	1	31.7226941572237	1	32.9705768158266	1	1
DNPH1	1	273.346258408695	128.865632841581	66.4440739910222	377.940064315671	176.795429264817	1	1	112.447055581724	1
DOCK10	77.0225298211725	162.743808518407	1	50.9302988453024	1	1	105.886123566672	119.361354474219	1	1
DOCK11	1	1	1	22.6623735577697	1	1	32.4530956469456	1	1	1
DOCK2	138.47043742728	115.05247516863	1	73.115313100254	43.0112859095008	1	25.5322292286756	63.3607772163867	1	1
DOCK6	1	1	1	1	1	1	1	1	1	142.615370726416
DOCK8	128.770754256396	136.054354307476	1	51.1318552361007	1	1	1	85.1865898081657	1	1
DOCK9	1	1	1	1	1	1	1	1	1	67.0765443862487
DOK1	1	1	1	38.8981807649904	1	1	106.135811590763	1	1	1
DOK2	285.780391802211	335.574238261917	1	250.695607911398	1	1	76.9120238790937	1	1	1
DOK3	1	1	1	150.462790165202	146.734306336691	1	103.407753639367	1	1	1
DOM3Z	1	1	1	1	89.036768102208	1	1	1	1	1
DPAGT1	1	1	1	59.2527034804923	163.278540641523	44.213658172169	1	1	1	70.0187533652746
DPCD	1	1	1	34.3386505119482	1	97.4174535723092	1	1	64.1056729777423	1
DPH2	1	1	1	24.708573072811	1	63.3072646823516	1	1	1	1
DPM2	1	1	46.845253899958	14.7969354071562	123.891692702144	94.5999443731488	1	1	1	86.1787493434567
DPM3	1	1	1	1	170.955733102306	1	33.4156175085107	1	1	1
DPT	1	1	203.456015745773	1	1	1	1	1	1	1
DPYSL2	1	1	220.739922618592	175.939564521443	1	1	85.023470604761	529.633638263512	1	336.670085948553
DPYSL3	1	1	51.5655837681856	1	1	1	1	1	1	1
DRD2	1	1	1	1	1	1	101.394452092932	1	1	1
DSC2	1	1	1	1	1	164.718407374042	1	27.6733099850406	1	1
DSC3	1	1	1	1	1	91.604838181103	1	1	1	1
DSE	1	1	1	67.7057755266844	1	1	1	1	1	1
DSG2	1	1	1	1	1	74.6934183943208	1	1	1	1
DSG3	1	1	1	1	1	272.508947020712	1	1	1	1
DSN1	1	1	1	1	1	1	1	1	1	51.8983590970508
DSP	1	1	1	1	1	314.842460291413	1	1	1	1
DST	1	1	39.8399676003401	1	1	111.094946861608	1	1	71.6182250670004	43.3031920327634
DSTN	1	1	2233.85899805778	43.2657415210871	117.052292475263	513.503483463972	172.024373237102	127.628280667509	223.439781406285	740.447732743636
DTNA	1	1	1	1	1	1	1	1	95.3974929262244	1
DTNBP1	1	1	1	25.5980512674416	1	1	170.790336021216	1	1	1
DTWD1	1	1	48.2954668153237	1	1	1	1	1	1	22.9866956873988
DTYMK	1	1	1	1	1	120.771972122629	1	1	1	80.9327651784472
DUOXA1	1	1	1	1	1	113.219953390317	1	1	1	1
DUS3L	1	1	1	136.514265476591	1	37.2551327079232	107.121195275992	185.466478206617	1	60.8184658742996
DUSP10	170.6180932692	222.114739873739	1	37.9402064622245	1	54.7554730082469	743.303272941999	43.1572368474764	205.596306250219	1
DUSP11	1	1	1	32.5005911819706	1	97.1445915163579	1	1	1	1
DUSP12	1	1	1	132.560960270831	1	38.4814179934319	1	38.7664934764876	1	51.9398298043964
DUSP13	1	1	1	1	1	1	1	1	268.662714358243	1
DUSP2	3942.27286935866	2444.17522354159	1	1490.88030772099	1006.23692281354	137.806004048011	571.067212154014	53.7721831405516	1	1
DUSP23	1	1	129.514885487349	60.1345395032446	1	126.485094485338	1	1	1068.44174471166	1298.67978626396
DUSP26	1	1	1	1	1	1	1	1	295.853050282835	1
DUSP27	1	1	1	1	1	1	1	1	88.7906091940637	1
DUSP4	726.365863891859	387.282409683429	1	41.999255992278	63.9576663143256	1	60.4859985029705	254.650834168092	53.5612334318062	1
DUSP5	1	1	1	1	64.9027271034496	1	1	157.208527686176	1	1
DUSP6	1	1	1	247.433543730777	1	145.109710098803	955.617648325525	1	1	664.511880752116
DUSP7	1	1	1	1	1	45.6004827173012	1	1	1	1
DVL2	1	1	1	1	1	1	44.8714167810037	1	1	1
DYNLT3	1	1	75.9895729884961	41.9909046904359	1	36.8795961045573	1	1	1	1
DYSF	1	1	1	1	1	1	1	1	83.2230022010082	77.2857096610537
E2F4	1	1	1	72.4726307924989	1	37.0968709316586	1	1	1	93.7039424981072
E4F1	1	1	1	84.2095496333953	1	25.5058622937861	1	1	1	1
EAF2	1	1	1	66.8507919326682	161.841559193351	1	1	74.0889043682895	1	1
EAPP	175.814366114943	1	112.736096478161	1	1	98.7389327525578	197.712893992142	1	1	170.005495900889
EBAG9	1	1	1	1	77.9166444831967	46.8592787908416	1	1	1	55.7616598559305
EBF1	1	1	304.732387019938	1	1	1	1	1	1	39.3985834084598
EBF2	1	1	55.6359169848566	1	1	1	1	1	1	1
EBI3	1	1	1	49.6593697428859	1	1	1	61.5302808150951	1	1
ECE1	1	1	105.466614574037	1	101.887674686645	41.0007360230372	1	70.0806804120537	1	339.396361038983
ECE2	1	1	1	1	1	47.1255632160103	1	1	1	1
ECHDC1	1	1	1	19.7733692053833	1	43.4835044370345	100.295044080443	1	99.5160694568865	1
ECHDC2	1	1	77.2799950976036	1	1	1	1	1	64.700850553226	1
ECI1	1	1	1	1	1	1	1	1	146.080463364583	1
ECI2	1	1	122.178121208597	61.6110615268777	168.836758506362	64.8067760361513	1	1	1	257.740827763036
ECM1	1	1	110.410249682269	19.8693193514391	1	169.33443408554	1	1	1	1
ECM2	1	1	59.561464212277	1	1	1	1	1	1	1
ECSCR	1	1	1	1	1	1	1	1	1	356.095857469591
ECSIT	1	1	1	1	1	85.1783089207325	1	1	108.908623935429	1
EDEM2	1	1	1	1	115.503046715807	41.1459080651991	118.465214766539	1	1	1
EDEM3	1	1	1	1	34.3672246419916	1	1	1	1	1
EDIL3	1	1	79.6353859978018	1	1	1	1	1	1	1
EDN1	1	1	1	1	1	1	1	1	1	164.985014781983
EDNRA	1	1	138.798427928041	1	1	1	1	1	1	1
EED	142.748139874314	1	1	1	1	1	1	1	1	1
EEF2K	1	1	1	1	1	1	36.2239471957935	1	1	1
EEFSEC	1	1	1	39.8845251688889	1	37.0486337300193	165.89887343656	1	87.827007335733	40.8102038447067
EFEMP1	1	1	402.071221426705	1	1	84.2184181944733	1	1	1	1
EFEMP2	1	1	114.995494736549	1	1	1	1	1	1	1
EFHA1	1	1	1	1	1	29.8105928415341	1	1	88.7659226210277	1
EFHD1	1	1	117.509927516483	1	1	1	1	1	1	1
EFNA1	1	1	189.588463952796	1	1	763.968986704228	1	1	1	1206.21643492817
EFNA5	1	1	1	1	1	22.6699420668307	1	1	40.2434948431805	1
EFNB1	1	1	1	1	1	44.1313276739166	1	1	1	164.459273100111
EGFL7	1	1	1	1	1	1	1	1	1	525.516258525712
EGFL8	1	1	1	1	1	1	1	1	1	57.8481138882071
EGFR	1	1	1	1	1	60.1395135321314	1	1	1	1
EGR2	1	1	191.419877447512	358.311897530492	1	56.6224538275385	1	62.4880578430532	1	46.5610662987517
EGR3	1	1	49.9708763491732	1	1	1	1	1	1	1
EHD2	1	1	328.276340747746	1	1	116.632960171049	1	1	1	236.25069696025
EHD3	1	1	1	1	1	1	1	1	1	65.9726547936702
EHD4	1	1	1	107.704652044765	128.458438067523	94.1042962070968	55.9773211464331	8.13615725359844	1	622.203593116524
EHF	1	1	1	1	1	94.4500503843003	1	1	1	1
EHMT1	1	1	1	22.967470811956	233.482244118108	19.3061409342403	1	8.70500034962914	1	80.5618460390531
EIF1AD	1	125.615105090826	41.8829476455841	1	50.7749549871116	36.744321494894	49.6973384178478	1	30.3284250489046	24.5272889566753
EIF2AK3	1	1	1	33.6154790482368	80.331246434803	1	1	1	1	1
EIF2AK4	1	1	1	1	73.3679858276416	16.3185817762441	1	1	1	26.8210083072952
EIF2B2	1	1	1	31.8482625254143	1	78.2131642957988	1	1	1	112.173475323214
EIF2B3	1	1	1	1	1	50.3056952287163	1	1	202.628223933593	63.8775995386542
